program,sub_program,district_name,campus_id,campus,year,demog,subject,proficiency,rate
Teams,Teams 2,DALLAS ISD,57905055,THOMAS J RUSK MIDDLE,2018,asian,math,approaches,77
Teams,Teams 2,DALLAS ISD,57905059,L V STOCKARD MIDDLE,2018,asian,reading,meets,27
Teams,Teams 2,DALLAS ISD,57905059,L V STOCKARD MIDDLE,2018,asian,reading,approaches,62
Teams,Teams 2,DALLAS ISD,57905059,L V STOCKARD MIDDLE,2018,asian,math,meets,33
Teams,Teams 2,DALLAS ISD,57905059,L V STOCKARD MIDDLE,2018,asian,math,approaches,74
Teams,Teams 1,DALLAS ISD,57905062,BILLY EARL DADE MIDDLE,2018,asian,reading,meets,24
Teams,Teams 1,DALLAS ISD,57905062,BILLY EARL DADE MIDDLE,2018,asian,reading,approaches,53
Teams,Teams 1,DALLAS ISD,57905062,BILLY EARL DADE MIDDLE,2018,asian,math,meets,38
Teams,Teams 1,DALLAS ISD,57905062,BILLY EARL DADE MIDDLE,2018,asian,math,approaches,76
Teams,Teams 1,DALLAS ISD,57905074,THOMAS A EDISON MIDDLE LEARNING CE,2018,asian,reading,meets,26
Teams,Teams 1,DALLAS ISD,57905074,THOMAS A EDISON MIDDLE LEARNING CE,2018,asian,reading,approaches,57
Teams,Teams 1,DALLAS ISD,57905074,THOMAS A EDISON MIDDLE LEARNING CE,2018,asian,math,meets,40
Teams,Teams 1,DALLAS ISD,57905074,THOMAS A EDISON MIDDLE LEARNING CE,2018,asian,math,approaches,73
Teams,Teams 2,DALLAS ISD,57905101,JOHN Q ADAMS EL,2018,asian,reading,meets,38
Teams,Teams 2,DALLAS ISD,57905101,JOHN Q ADAMS EL,2018,asian,reading,approaches,70
Teams,Teams 2,DALLAS ISD,57905101,JOHN Q ADAMS EL,2018,asian,math,meets,43
Teams,Teams 2,DALLAS ISD,57905101,JOHN Q ADAMS EL,2018,asian,math,approaches,80
Alumni Network,NULL,DALLAS ISD,57905108,BAYLES EL,2018,asian,reading,meets,34
Alumni Network,NULL,DALLAS ISD,57905108,BAYLES EL,2018,asian,reading,approaches,64
Alumni Network,NULL,DALLAS ISD,57905108,BAYLES EL,2018,asian,math,meets,32
Alumni Network,NULL,DALLAS ISD,57905108,BAYLES EL,2018,asian,math,approaches,69
Alumni Network,NULL,DALLAS ISD,57905110,ANNIE WEBB BLANTON EL,2018,asian,reading,meets,58
Alumni Network,NULL,DALLAS ISD,57905110,ANNIE WEBB BLANTON EL,2018,asian,reading,approaches,82
Alumni Network,NULL,DALLAS ISD,57905110,ANNIE WEBB BLANTON EL,2018,asian,math,meets,74
Alumni Network,NULL,DALLAS ISD,57905110,ANNIE WEBB BLANTON EL,2018,asian,math,approaches,95
Alumni Network,NULL,DALLAS ISD,57905116,DAVID G BURNET EL,2018,asian,reading,meets,58
Alumni Network,NULL,DALLAS ISD,57905116,DAVID G BURNET EL,2018,asian,reading,approaches,84
Alumni Network,NULL,DALLAS ISD,57905116,DAVID G BURNET EL,2018,asian,math,meets,53
Alumni Network,NULL,DALLAS ISD,57905116,DAVID G BURNET EL,2018,asian,math,approaches,83
Teams,Teams 1,DALLAS ISD,57905119,WILLIAM L CABELL EL,2018,asian,reading,meets,48
Teams,Teams 1,DALLAS ISD,57905119,WILLIAM L CABELL EL,2018,asian,reading,approaches,76
Teams,Teams 1,DALLAS ISD,57905119,WILLIAM L CABELL EL,2018,asian,math,meets,57
Teams,Teams 1,DALLAS ISD,57905119,WILLIAM L CABELL EL,2018,asian,math,approaches,85
ALP,C4,DALLAS ISD,57905125,CASA VIEW EL,2018,asian,reading,meets,61
ALP,C4,DALLAS ISD,57905125,CASA VIEW EL,2018,asian,reading,approaches,88
ALP,C4,DALLAS ISD,57905125,CASA VIEW EL,2018,asian,math,meets,65
ALP,C4,DALLAS ISD,57905125,CASA VIEW EL,2018,asian,math,approaches,93
Alumni Network,NULL,DALLAS ISD,57905129,S S CONNER EL,2018,asian,reading,meets,42
Alumni Network,NULL,DALLAS ISD,57905129,S S CONNER EL,2018,asian,reading,approaches,75
Alumni Network,NULL,DALLAS ISD,57905129,S S CONNER EL,2018,asian,math,meets,46
Alumni Network,NULL,DALLAS ISD,57905129,S S CONNER EL,2018,asian,math,approaches,80
Alumni Network,NULL,DALLAS ISD,57905135,EVERETTE LEE DEGOLYER EL,2018,asian,reading,meets,55
Alumni Network,NULL,DALLAS ISD,57905135,EVERETTE LEE DEGOLYER EL,2018,asian,reading,approaches,77
Alumni Network,NULL,DALLAS ISD,57905135,EVERETTE LEE DEGOLYER EL,2018,asian,math,meets,58
Alumni Network,NULL,DALLAS ISD,57905135,EVERETTE LEE DEGOLYER EL,2018,asian,math,approaches,87
ALP,C4,DALLAS ISD,57905145,STEPHEN C FOSTER EL,2018,asian,reading,meets,49
ALP,C4,DALLAS ISD,57905145,STEPHEN C FOSTER EL,2018,asian,reading,approaches,83
ALP,C4,DALLAS ISD,57905145,STEPHEN C FOSTER EL,2018,asian,math,meets,42
ALP,C4,DALLAS ISD,57905145,STEPHEN C FOSTER EL,2018,asian,math,approaches,87
ALP,C4,DALLAS ISD,57905148,TOM C GOOCH EL,2018,asian,reading,meets,53
ALP,C4,DALLAS ISD,57905148,TOM C GOOCH EL,2018,asian,reading,approaches,83
ALP,C4,DALLAS ISD,57905148,TOM C GOOCH EL,2018,asian,math,meets,50
ALP,C4,DALLAS ISD,57905148,TOM C GOOCH EL,2018,asian,math,approaches,84
Alumni Network,NULL,DALLAS ISD,57905149,LENORE KIRK HALL EL,2018,asian,reading,meets,60
Alumni Network,NULL,DALLAS ISD,57905149,LENORE KIRK HALL EL,2018,asian,reading,approaches,85
Alumni Network,NULL,DALLAS ISD,57905149,LENORE KIRK HALL EL,2018,asian,math,meets,62
Alumni Network,NULL,DALLAS ISD,57905149,LENORE KIRK HALL EL,2018,asian,math,approaches,92
Teams,Teams 2,DALLAS ISD,57905153,VICTOR H HEXTER EL,2018,asian,reading,meets,61
Teams,Teams 2,DALLAS ISD,57905153,VICTOR H HEXTER EL,2018,asian,reading,approaches,89
Teams,Teams 2,DALLAS ISD,57905153,VICTOR H HEXTER EL,2018,asian,math,meets,63
Teams,Teams 2,DALLAS ISD,57905153,VICTOR H HEXTER EL,2018,asian,math,approaches,89
Teams,Teams 1,DALLAS ISD,57905154,LARRY G SMITH EL,2018,asian,reading,meets,49
Teams,Teams 1,DALLAS ISD,57905154,LARRY G SMITH EL,2018,asian,reading,approaches,83
Teams,Teams 1,DALLAS ISD,57905154,LARRY G SMITH EL,2018,asian,math,meets,59
Teams,Teams 1,DALLAS ISD,57905154,LARRY G SMITH EL,2018,asian,math,approaches,92
Teams,Teams 2,DALLAS ISD,57905156,NATHANIEL HAWTHORNE EL,2018,asian,reading,meets,48
Teams,Teams 2,DALLAS ISD,57905156,NATHANIEL HAWTHORNE EL,2018,asian,reading,approaches,77
Teams,Teams 2,DALLAS ISD,57905156,NATHANIEL HAWTHORNE EL,2018,asian,math,meets,62
Teams,Teams 2,DALLAS ISD,57905156,NATHANIEL HAWTHORNE EL,2018,asian,math,approaches,85
Teams,Teams 1,DALLAS ISD,57905163,ALBERT SIDNEY JOHNSTON EL,2018,asian,reading,meets,31
Teams,Teams 1,DALLAS ISD,57905163,ALBERT SIDNEY JOHNSTON EL,2018,asian,reading,approaches,56
Teams,Teams 1,DALLAS ISD,57905163,ALBERT SIDNEY JOHNSTON EL,2018,asian,math,meets,37
Teams,Teams 1,DALLAS ISD,57905163,ALBERT SIDNEY JOHNSTON EL,2018,asian,math,approaches,75
Teams,Teams 1,DALLAS ISD,57905166,EDWIN J KIEST EL,2018,asian,reading,meets,40
Teams,Teams 1,DALLAS ISD,57905166,EDWIN J KIEST EL,2018,asian,reading,approaches,71
Teams,Teams 1,DALLAS ISD,57905166,EDWIN J KIEST EL,2018,asian,math,meets,47
Teams,Teams 1,DALLAS ISD,57905166,EDWIN J KIEST EL,2018,asian,math,approaches,82
ALP,C4,DALLAS ISD,57905171,LAKEWOOD EL,2018,asian,reading,meets,86
ALP,C4,DALLAS ISD,57905171,LAKEWOOD EL,2018,asian,reading,approaches,100
ALP,C4,DALLAS ISD,57905171,LAKEWOOD EL,2018,asian,math,meets,81
ALP,C4,DALLAS ISD,57905171,LAKEWOOD EL,2018,asian,math,approaches,100
Teams,Teams 1,DALLAS ISD,57905175,UMPHREY LEE EL,2018,asian,reading,meets,42
Teams,Teams 1,DALLAS ISD,57905175,UMPHREY LEE EL,2018,asian,reading,approaches,76
Teams,Teams 1,DALLAS ISD,57905175,UMPHREY LEE EL,2018,asian,math,meets,54
Teams,Teams 1,DALLAS ISD,57905175,UMPHREY LEE EL,2018,asian,math,approaches,83
Teams,Teams 2,DALLAS ISD,57905181,MAPLE LAWN EL,2018,asian,reading,meets,44
Teams,Teams 2,DALLAS ISD,57905181,MAPLE LAWN EL,2018,asian,reading,approaches,76
Teams,Teams 2,DALLAS ISD,57905181,MAPLE LAWN EL,2018,asian,math,meets,49
Teams,Teams 2,DALLAS ISD,57905181,MAPLE LAWN EL,2018,asian,math,approaches,84
Teams,Teams 1,DALLAS ISD,57905184,BEN MILAM EL,2018,asian,reading,meets,44
Teams,Teams 1,DALLAS ISD,57905184,BEN MILAM EL,2018,asian,reading,approaches,69
Teams,Teams 1,DALLAS ISD,57905184,BEN MILAM EL,2018,asian,math,meets,46
Teams,Teams 1,DALLAS ISD,57905184,BEN MILAM EL,2018,asian,math,approaches,84
Alumni Network,NULL,DALLAS ISD,57905195,PRESTON HOLLOW EL,2018,asian,reading,meets,58
Alumni Network,NULL,DALLAS ISD,57905195,PRESTON HOLLOW EL,2018,asian,reading,approaches,88
Alumni Network,NULL,DALLAS ISD,57905195,PRESTON HOLLOW EL,2018,asian,math,meets,67
Alumni Network,NULL,DALLAS ISD,57905195,PRESTON HOLLOW EL,2018,asian,math,approaches,92
Teams,Teams 1,DALLAS ISD,57905197,JOHN H REAGAN EL,2018,asian,reading,meets,52
Teams,Teams 1,DALLAS ISD,57905197,JOHN H REAGAN EL,2018,asian,reading,approaches,81
Teams,Teams 1,DALLAS ISD,57905197,JOHN H REAGAN EL,2018,asian,math,meets,62
Teams,Teams 1,DALLAS ISD,57905197,JOHN H REAGAN EL,2018,asian,math,approaches,91
Alumni Network,NULL,DALLAS ISD,57905202,ORAN M ROBERTS EL,2018,asian,reading,meets,36
Alumni Network,NULL,DALLAS ISD,57905202,ORAN M ROBERTS EL,2018,asian,reading,approaches,71
Alumni Network,NULL,DALLAS ISD,57905202,ORAN M ROBERTS EL,2018,asian,math,meets,45
Alumni Network,NULL,DALLAS ISD,57905202,ORAN M ROBERTS EL,2018,asian,math,approaches,88
Alumni Network,NULL,DALLAS ISD,57905203,DAN D ROGERS EL,2018,asian,reading,meets,59
Alumni Network,NULL,DALLAS ISD,57905203,DAN D ROGERS EL,2018,asian,reading,approaches,94
Alumni Network,NULL,DALLAS ISD,57905203,DAN D ROGERS EL,2018,asian,math,meets,67
Alumni Network,NULL,DALLAS ISD,57905203,DAN D ROGERS EL,2018,asian,math,approaches,95
Teams,Teams 1,DALLAS ISD,57905205,CLINTON P RUSSELL EL,2018,asian,reading,meets,38
Teams,Teams 1,DALLAS ISD,57905205,CLINTON P RUSSELL EL,2018,asian,reading,approaches,68
Teams,Teams 1,DALLAS ISD,57905205,CLINTON P RUSSELL EL,2018,asian,math,meets,42
Teams,Teams 1,DALLAS ISD,57905205,CLINTON P RUSSELL EL,2018,asian,math,approaches,71
Teams,Teams 2,DALLAS ISD,57905207,SAN JACINTO EL,2018,asian,reading,meets,48
Teams,Teams 2,DALLAS ISD,57905207,SAN JACINTO EL,2018,asian,reading,approaches,69
Teams,Teams 2,DALLAS ISD,57905207,SAN JACINTO EL,2018,asian,math,meets,55
Teams,Teams 2,DALLAS ISD,57905207,SAN JACINTO EL,2018,asian,math,approaches,79
Alumni Network,NULL,DALLAS ISD,57905209,ASCHER SILBERSTEIN EL,2018,asian,reading,meets,51
Alumni Network,NULL,DALLAS ISD,57905209,ASCHER SILBERSTEIN EL,2018,asian,reading,approaches,80
Alumni Network,NULL,DALLAS ISD,57905209,ASCHER SILBERSTEIN EL,2018,asian,math,meets,64
Alumni Network,NULL,DALLAS ISD,57905209,ASCHER SILBERSTEIN EL,2018,asian,math,approaches,91
Alumni Network,NULL,DALLAS ISD,57905210,LESLIE A STEMMONS EL,2018,asian,reading,meets,46
Alumni Network,NULL,DALLAS ISD,57905210,LESLIE A STEMMONS EL,2018,asian,reading,approaches,82
Alumni Network,NULL,DALLAS ISD,57905210,LESLIE A STEMMONS EL,2018,asian,math,meets,63
Alumni Network,NULL,DALLAS ISD,57905210,LESLIE A STEMMONS EL,2018,asian,math,approaches,88
Alumni Network,NULL,DALLAS ISD,57905220,MARK TWAIN LEADERSHIP VANGUARD,2018,asian,reading,meets,40
Alumni Network,NULL,DALLAS ISD,57905220,MARK TWAIN LEADERSHIP VANGUARD,2018,asian,reading,approaches,64
Alumni Network,NULL,DALLAS ISD,57905220,MARK TWAIN LEADERSHIP VANGUARD,2018,asian,math,meets,38
Alumni Network,NULL,DALLAS ISD,57905220,MARK TWAIN LEADERSHIP VANGUARD,2018,asian,math,approaches,64
Alumni Network,NULL,DALLAS ISD,57905225,DANIEL WEBSTER EL,2018,asian,reading,meets,32
Alumni Network,NULL,DALLAS ISD,57905225,DANIEL WEBSTER EL,2018,asian,reading,approaches,63
Alumni Network,NULL,DALLAS ISD,57905225,DANIEL WEBSTER EL,2018,asian,math,meets,39
Alumni Network,NULL,DALLAS ISD,57905225,DANIEL WEBSTER EL,2018,asian,math,approaches,70
Alumni Network,NULL,DALLAS ISD,57905229,WINNETKA EL,2018,asian,reading,meets,48
Alumni Network,NULL,DALLAS ISD,57905229,WINNETKA EL,2018,asian,reading,approaches,81
Alumni Network,NULL,DALLAS ISD,57905229,WINNETKA EL,2018,asian,math,meets,62
Alumni Network,NULL,DALLAS ISD,57905229,WINNETKA EL,2018,asian,math,approaches,92
Teams,Teams 1,DALLAS ISD,57905235,BIRDIE ALEXANDER EL,2018,asian,reading,meets,34
Teams,Teams 1,DALLAS ISD,57905235,BIRDIE ALEXANDER EL,2018,asian,reading,approaches,66
Teams,Teams 1,DALLAS ISD,57905235,BIRDIE ALEXANDER EL,2018,asian,math,meets,41
Teams,Teams 1,DALLAS ISD,57905235,BIRDIE ALEXANDER EL,2018,asian,math,approaches,80
Teams,Teams 2,DALLAS ISD,57905236,NANCY J COCHRAN EL,2018,asian,reading,meets,33
Teams,Teams 2,DALLAS ISD,57905236,NANCY J COCHRAN EL,2018,asian,reading,approaches,63
Teams,Teams 2,DALLAS ISD,57905236,NANCY J COCHRAN EL,2018,asian,math,meets,49
Teams,Teams 2,DALLAS ISD,57905236,NANCY J COCHRAN EL,2018,asian,math,approaches,77
Teams,Teams 2,DALLAS ISD,57905250,WHITNEY M YOUNG JR EL,2018,asian,reading,meets,38
Teams,Teams 2,DALLAS ISD,57905250,WHITNEY M YOUNG JR EL,2018,asian,reading,approaches,75
Teams,Teams 2,DALLAS ISD,57905250,WHITNEY M YOUNG JR EL,2018,asian,math,meets,38
Teams,Teams 2,DALLAS ISD,57905250,WHITNEY M YOUNG JR EL,2018,asian,math,approaches,72
Alumni Network,NULL,DALLAS ISD,57905269,ONESIMO HERNANDEZ EL,2018,asian,reading,meets,29
Alumni Network,NULL,DALLAS ISD,57905269,ONESIMO HERNANDEZ EL,2018,asian,reading,approaches,64
Alumni Network,NULL,DALLAS ISD,57905269,ONESIMO HERNANDEZ EL,2018,asian,math,meets,45
Alumni Network,NULL,DALLAS ISD,57905269,ONESIMO HERNANDEZ EL,2018,asian,math,approaches,79
Teams,Teams 1,DALLAS ISD,57905273,PLEASANT GROVE EL,2018,asian,reading,meets,50
Teams,Teams 1,DALLAS ISD,57905273,PLEASANT GROVE EL,2018,asian,reading,approaches,75
Teams,Teams 1,DALLAS ISD,57905273,PLEASANT GROVE EL,2018,asian,math,meets,54
Teams,Teams 1,DALLAS ISD,57905273,PLEASANT GROVE EL,2018,asian,math,approaches,86
ALP,C4,DALLAS ISD,57905278,LEONIDES GONZALEZ CIGARROA MD EL,2018,asian,reading,meets,39
ALP,C4,DALLAS ISD,57905278,LEONIDES GONZALEZ CIGARROA MD EL,2018,asian,reading,approaches,72
ALP,C4,DALLAS ISD,57905278,LEONIDES GONZALEZ CIGARROA MD EL,2018,asian,math,meets,41
ALP,C4,DALLAS ISD,57905278,LEONIDES GONZALEZ CIGARROA MD EL,2018,asian,math,approaches,75
Teams,Teams 2,DALLAS ISD,57905287,CELESTINO MAURICIO SOTO JR EL,2018,asian,reading,meets,59
Teams,Teams 2,DALLAS ISD,57905287,CELESTINO MAURICIO SOTO JR EL,2018,asian,reading,approaches,86
Teams,Teams 2,DALLAS ISD,57905287,CELESTINO MAURICIO SOTO JR EL,2018,asian,math,meets,62
Teams,Teams 2,DALLAS ISD,57905287,CELESTINO MAURICIO SOTO JR EL,2018,asian,math,approaches,91
ALP,C4,DALLAS ISD,57905304,GEORGE HERBERT WALKER BUSH EL,2018,asian,reading,meets,44
ALP,C4,DALLAS ISD,57905304,GEORGE HERBERT WALKER BUSH EL,2018,asian,reading,approaches,79
ALP,C4,DALLAS ISD,57905304,GEORGE HERBERT WALKER BUSH EL,2018,asian,math,meets,51
ALP,C4,DALLAS ISD,57905304,GEORGE HERBERT WALKER BUSH EL,2018,asian,math,approaches,80
Alumni Network,NULL,DALLAS ISD,57905306,SOLAR PREPARATORY SCHOOL FOR GIRLS,2018,asian,reading,meets,82
Alumni Network,NULL,DALLAS ISD,57905306,SOLAR PREPARATORY SCHOOL FOR GIRLS,2018,asian,reading,approaches,102
Alumni Network,NULL,DALLAS ISD,57905306,SOLAR PREPARATORY SCHOOL FOR GIRLS,2018,asian,math,meets,74
Alumni Network,NULL,DALLAS ISD,57905306,SOLAR PREPARATORY SCHOOL FOR GIRLS,2018,asian,math,approaches,101
Alumni Network,NULL,DALLAS ISD,57905353,ANN RICHARDS MIDDLE,2018,asian,reading,meets,35
Alumni Network,NULL,DALLAS ISD,57905353,ANN RICHARDS MIDDLE,2018,asian,reading,approaches,71
Alumni Network,NULL,DALLAS ISD,57905353,ANN RICHARDS MIDDLE,2018,asian,math,meets,44
Alumni Network,NULL,DALLAS ISD,57905353,ANN RICHARDS MIDDLE,2018,asian,math,approaches,79
Teams,Teams 1,FORT WORTH ISD,220905045,FOREST OAK MIDDLE,2018,asian,reading,meets,33
Teams,Teams 1,FORT WORTH ISD,220905045,FOREST OAK MIDDLE,2018,asian,reading,approaches,69
Teams,Teams 1,FORT WORTH ISD,220905045,FOREST OAK MIDDLE,2018,asian,math,meets,37
Teams,Teams 1,FORT WORTH ISD,220905045,FOREST OAK MIDDLE,2018,asian,math,approaches,70
Teams,Teams 1,FORT WORTH ISD,220905058,STRIPLING MIDDLE,2018,asian,reading,meets,55
Teams,Teams 1,FORT WORTH ISD,220905058,STRIPLING MIDDLE,2018,asian,reading,approaches,84
Teams,Teams 1,FORT WORTH ISD,220905058,STRIPLING MIDDLE,2018,asian,math,meets,52
Teams,Teams 1,FORT WORTH ISD,220905058,STRIPLING MIDDLE,2018,asian,math,approaches,86
Teams,Teams 1,FORT WORTH ISD,220905059,J MARTIN JACQUET MIDDLE,2018,asian,reading,meets,21
Teams,Teams 1,FORT WORTH ISD,220905059,J MARTIN JACQUET MIDDLE,2018,asian,reading,approaches,53
Teams,Teams 1,FORT WORTH ISD,220905059,J MARTIN JACQUET MIDDLE,2018,asian,math,meets,18
Teams,Teams 1,FORT WORTH ISD,220905059,J MARTIN JACQUET MIDDLE,2018,asian,math,approaches,50
Teams,Teams 1,FORT WORTH ISD,220905071,BENBROOK MIDDLE/HIGH SCHOOL,2018,asian,reading,meets,47
Teams,Teams 1,FORT WORTH ISD,220905071,BENBROOK MIDDLE/HIGH SCHOOL,2018,asian,reading,approaches,74
Teams,Teams 1,FORT WORTH ISD,220905071,BENBROOK MIDDLE/HIGH SCHOOL,2018,asian,math,meets,46
Teams,Teams 1,FORT WORTH ISD,220905071,BENBROOK MIDDLE/HIGH SCHOOL,2018,asian,math,approaches,81
Teams,Teams 1,FORT WORTH ISD,220905105,WEST HANDLEY EL,2018,asian,reading,meets,24
Teams,Teams 1,FORT WORTH ISD,220905105,WEST HANDLEY EL,2018,asian,reading,approaches,58
Teams,Teams 1,FORT WORTH ISD,220905105,WEST HANDLEY EL,2018,asian,math,meets,24
Teams,Teams 1,FORT WORTH ISD,220905105,WEST HANDLEY EL,2018,asian,math,approaches,60
Teams,Teams 1,FORT WORTH ISD,220905117,COMO EL,2018,asian,reading,meets,26
Teams,Teams 1,FORT WORTH ISD,220905117,COMO EL,2018,asian,reading,approaches,64
Teams,Teams 1,FORT WORTH ISD,220905117,COMO EL,2018,asian,math,meets,30
Teams,Teams 1,FORT WORTH ISD,220905117,COMO EL,2018,asian,math,approaches,67
Teams,Teams 1,FORT WORTH ISD,220905120,RUFINO MENDOZA SR EL,2018,asian,reading,meets,36
Teams,Teams 1,FORT WORTH ISD,220905120,RUFINO MENDOZA SR EL,2018,asian,reading,approaches,66
Teams,Teams 1,FORT WORTH ISD,220905120,RUFINO MENDOZA SR EL,2018,asian,math,meets,22
Teams,Teams 1,FORT WORTH ISD,220905120,RUFINO MENDOZA SR EL,2018,asian,math,approaches,62
Teams,Teams 1,FORT WORTH ISD,220905124,MAUDE I LOGAN EL,2018,asian,reading,meets,27
Teams,Teams 1,FORT WORTH ISD,220905124,MAUDE I LOGAN EL,2018,asian,reading,approaches,59
Teams,Teams 1,FORT WORTH ISD,220905124,MAUDE I LOGAN EL,2018,asian,math,meets,31
Teams,Teams 1,FORT WORTH ISD,220905124,MAUDE I LOGAN EL,2018,asian,math,approaches,67
Teams,Teams 1,FORT WORTH ISD,220905129,JOHN T WHITE EL,2018,asian,reading,meets,36
Teams,Teams 1,FORT WORTH ISD,220905129,JOHN T WHITE EL,2018,asian,reading,approaches,71
Teams,Teams 1,FORT WORTH ISD,220905129,JOHN T WHITE EL,2018,asian,math,meets,37
Teams,Teams 1,FORT WORTH ISD,220905129,JOHN T WHITE EL,2018,asian,math,approaches,68
Teams,Teams 1,FORT WORTH ISD,220905144,MITCHELL BOULEVARD EL,2018,asian,reading,meets,28
Teams,Teams 1,FORT WORTH ISD,220905144,MITCHELL BOULEVARD EL,2018,asian,reading,approaches,60
Teams,Teams 1,FORT WORTH ISD,220905144,MITCHELL BOULEVARD EL,2018,asian,math,meets,36
Teams,Teams 1,FORT WORTH ISD,220905144,MITCHELL BOULEVARD EL,2018,asian,math,approaches,72
Teams,Teams 1,FORT WORTH ISD,220905148,CHARLES NASH EL,2018,asian,reading,meets,46
Teams,Teams 1,FORT WORTH ISD,220905148,CHARLES NASH EL,2018,asian,reading,approaches,79
Teams,Teams 1,FORT WORTH ISD,220905148,CHARLES NASH EL,2018,asian,math,meets,44
Teams,Teams 1,FORT WORTH ISD,220905148,CHARLES NASH EL,2018,asian,math,approaches,78
Teams,Teams 1,FORT WORTH ISD,220905160,MAUDRIE WALTON EL,2018,asian,reading,meets,28
Teams,Teams 1,FORT WORTH ISD,220905160,MAUDRIE WALTON EL,2018,asian,reading,approaches,55
Teams,Teams 1,FORT WORTH ISD,220905160,MAUDRIE WALTON EL,2018,asian,math,meets,26
Teams,Teams 1,FORT WORTH ISD,220905160,MAUDRIE WALTON EL,2018,asian,math,approaches,64
Teams,Teams 1,FORT WORTH ISD,220905219,LOWERY ROAD,2018,asian,reading,meets,50
Teams,Teams 1,FORT WORTH ISD,220905219,LOWERY ROAD,2018,asian,reading,approaches,81
Teams,Teams 1,FORT WORTH ISD,220905219,LOWERY ROAD,2018,asian,math,meets,47
Teams,Teams 1,FORT WORTH ISD,220905219,LOWERY ROAD,2018,asian,math,approaches,83
Teams,Teams 1,FORT WORTH ISD,220905225,BONNIE BRAE,2018,asian,reading,meets,51
Teams,Teams 1,FORT WORTH ISD,220905225,BONNIE BRAE,2018,asian,reading,approaches,81
Teams,Teams 1,FORT WORTH ISD,220905225,BONNIE BRAE,2018,asian,math,meets,59
Teams,Teams 1,FORT WORTH ISD,220905225,BONNIE BRAE,2018,asian,math,approaches,90
ALP,C3,UPLIFT EDUCATION,57803003,UPLIFT EDUCATION - UPLIFT GRAND PR,2015,asian,science,meets,42
ALP,C3,UPLIFT EDUCATION,57803003,UPLIFT EDUCATION - UPLIFT GRAND PR,2015,asian,science,approaches,83
ALP,C3,UPLIFT EDUCATION,57803102,UPLIFT EDUCATION - INFINITY PREPAR,2015,asian,science,meets,50
ALP,C3,UPLIFT EDUCATION,57803102,UPLIFT EDUCATION - INFINITY PREPAR,2015,asian,science,approaches,73
Alumni Network,NULL,DALLAS ISD,57905001,BRYAN ADAMS H S,2015,asian,soc_stud,meets,25
Alumni Network,NULL,DALLAS ISD,57905001,BRYAN ADAMS H S,2015,asian,soc_stud,approaches,77
Alumni Network,NULL,DALLAS ISD,57905001,BRYAN ADAMS H S,2015,asian,science,meets,41
Alumni Network,NULL,DALLAS ISD,57905001,BRYAN ADAMS H S,2015,asian,science,approaches,68
Alumni Network,NULL,DALLAS ISD,57905013,FRANKLIN D ROOSEVELT H S,2015,asian,soc_stud,meets,19
Alumni Network,NULL,DALLAS ISD,57905013,FRANKLIN D ROOSEVELT H S,2015,asian,soc_stud,approaches,64
Alumni Network,NULL,DALLAS ISD,57905013,FRANKLIN D ROOSEVELT H S,2015,asian,science,meets,25
Alumni Network,NULL,DALLAS ISD,57905013,FRANKLIN D ROOSEVELT H S,2015,asian,science,approaches,53
Teams,Teams 1,DALLAS ISD,57905014,W W SAMUELL H S,2015,asian,soc_stud,meets,37
Teams,Teams 1,DALLAS ISD,57905014,W W SAMUELL H S,2015,asian,soc_stud,approaches,75
Teams,Teams 1,DALLAS ISD,57905014,W W SAMUELL H S,2015,asian,science,meets,31
Teams,Teams 1,DALLAS ISD,57905014,W W SAMUELL H S,2015,asian,science,approaches,61
Alumni Network,NULL,DALLAS ISD,57905017,H GRADY SPRUCE H S,2015,asian,soc_stud,meets,23
Alumni Network,NULL,DALLAS ISD,57905017,H GRADY SPRUCE H S,2015,asian,soc_stud,approaches,76
Alumni Network,NULL,DALLAS ISD,57905017,H GRADY SPRUCE H S,2015,asian,science,meets,24
Alumni Network,NULL,DALLAS ISD,57905017,H GRADY SPRUCE H S,2015,asian,science,approaches,58
Teams,Teams 1,DALLAS ISD,57905021,W T WHITE H S,2015,asian,soc_stud,meets,27
Teams,Teams 1,DALLAS ISD,57905021,W T WHITE H S,2015,asian,soc_stud,approaches,76
Teams,Teams 1,DALLAS ISD,57905021,W T WHITE H S,2015,asian,science,meets,43
Teams,Teams 1,DALLAS ISD,57905021,W T WHITE H S,2015,asian,science,approaches,66
Alumni Network,NULL,DALLAS ISD,57905028,EMMETT J CONRAD H S,2015,asian,soc_stud,meets,22
Alumni Network,NULL,DALLAS ISD,57905028,EMMETT J CONRAD H S,2015,asian,soc_stud,approaches,67
Alumni Network,NULL,DALLAS ISD,57905028,EMMETT J CONRAD H S,2015,asian,science,meets,27
Alumni Network,NULL,DALLAS ISD,57905028,EMMETT J CONRAD H S,2015,asian,science,approaches,55
Teams,Teams 2,DALLAS ISD,57905044,EDWARD H CARY MIDDLE,2015,asian,soc_stud,meets,80
Teams,Teams 2,DALLAS ISD,57905044,EDWARD H CARY MIDDLE,2015,asian,soc_stud,approaches,95
Teams,Teams 2,DALLAS ISD,57905044,EDWARD H CARY MIDDLE,2015,asian,science,meets,24
Teams,Teams 2,DALLAS ISD,57905044,EDWARD H CARY MIDDLE,2015,asian,science,approaches,61
Alumni Network,NULL,DALLAS ISD,57905050,ROBERT T HILL MIDDLE,2015,asian,soc_stud,meets,61
