program,sub_program,district_name,campus_id,campus,year,demog,subject,proficiency,rate
ALP,C3,UPLIFT EDUCATION,57803105,UPLIFT PINNACLE PREPARATORY PRI,2016,white,soc_stud,approaches,77
ALP,C3,UPLIFT EDUCATION,57803105,UPLIFT PINNACLE PREPARATORY PRI,2016,white,science,meets,38
ALP,C3,UPLIFT EDUCATION,57803105,UPLIFT PINNACLE PREPARATORY PRI,2016,white,science,approaches,75
ALP,C3,UPLIFT EDUCATION,57803109,UPLIFT SUMMIT INTERNATIONAL PRI,2016,white,soc_stud,meets,56
ALP,C3,UPLIFT EDUCATION,57803109,UPLIFT SUMMIT INTERNATIONAL PRI,2016,white,soc_stud,approaches,88
ALP,C3,UPLIFT EDUCATION,57803109,UPLIFT SUMMIT INTERNATIONAL PRI,2016,white,science,meets,67
ALP,C3,UPLIFT EDUCATION,57803109,UPLIFT SUMMIT INTERNATIONAL PRI,2016,white,science,approaches,93
ALP,C3,UPLIFT EDUCATION,57803110,UPLIFT PEAK PREPARATORY PRI,2016,white,soc_stud,meets,52
ALP,C3,UPLIFT EDUCATION,57803110,UPLIFT PEAK PREPARATORY PRI,2016,white,soc_stud,approaches,88
ALP,C3,UPLIFT EDUCATION,57803110,UPLIFT PEAK PREPARATORY PRI,2016,white,science,meets,59
ALP,C3,UPLIFT EDUCATION,57803110,UPLIFT PEAK PREPARATORY PRI,2016,white,science,approaches,87
Alumni Network,NULL,DALLAS ISD,57905001,BRYAN ADAMS H S,2016,white,soc_stud,meets,37
Alumni Network,NULL,DALLAS ISD,57905001,BRYAN ADAMS H S,2016,white,soc_stud,approaches,77
Alumni Network,NULL,DALLAS ISD,57905001,BRYAN ADAMS H S,2016,white,science,meets,50
Alumni Network,NULL,DALLAS ISD,57905001,BRYAN ADAMS H S,2016,white,science,approaches,70
Alumni Network,NULL,DALLAS ISD,57905013,FRANKLIN D ROOSEVELT H S,2016,white,soc_stud,meets,41
Alumni Network,NULL,DALLAS ISD,57905013,FRANKLIN D ROOSEVELT H S,2016,white,soc_stud,approaches,81
Alumni Network,NULL,DALLAS ISD,57905013,FRANKLIN D ROOSEVELT H S,2016,white,science,meets,30
Alumni Network,NULL,DALLAS ISD,57905013,FRANKLIN D ROOSEVELT H S,2016,white,science,approaches,48
Teams,Teams 1,DALLAS ISD,57905014,W W SAMUELL H S,2016,white,soc_stud,meets,52
Teams,Teams 1,DALLAS ISD,57905014,W W SAMUELL H S,2016,white,soc_stud,approaches,84
Teams,Teams 1,DALLAS ISD,57905014,W W SAMUELL H S,2016,white,science,meets,38
Teams,Teams 1,DALLAS ISD,57905014,W W SAMUELL H S,2016,white,science,approaches,60
Alumni Network,NULL,DALLAS ISD,57905017,H GRADY SPRUCE H S,2016,white,soc_stud,meets,47
Alumni Network,NULL,DALLAS ISD,57905017,H GRADY SPRUCE H S,2016,white,soc_stud,approaches,84
Alumni Network,NULL,DALLAS ISD,57905017,H GRADY SPRUCE H S,2016,white,science,meets,29
Alumni Network,NULL,DALLAS ISD,57905017,H GRADY SPRUCE H S,2016,white,science,approaches,55
Teams,Teams 1,DALLAS ISD,57905021,W T WHITE H S,2016,white,soc_stud,meets,25
Teams,Teams 1,DALLAS ISD,57905021,W T WHITE H S,2016,white,soc_stud,approaches,69
Teams,Teams 1,DALLAS ISD,57905021,W T WHITE H S,2016,white,science,meets,46
Teams,Teams 1,DALLAS ISD,57905021,W T WHITE H S,2016,white,science,approaches,68
Alumni Network,NULL,DALLAS ISD,57905028,EMMETT J CONRAD H S,2016,white,soc_stud,meets,31
Alumni Network,NULL,DALLAS ISD,57905028,EMMETT J CONRAD H S,2016,white,soc_stud,approaches,65
Alumni Network,NULL,DALLAS ISD,57905028,EMMETT J CONRAD H S,2016,white,science,meets,38
Alumni Network,NULL,DALLAS ISD,57905028,EMMETT J CONRAD H S,2016,white,science,approaches,52
Teams,Teams 2,DALLAS ISD,57905044,EDWARD H CARY MIDDLE,2016,white,soc_stud,meets,25
Teams,Teams 2,DALLAS ISD,57905044,EDWARD H CARY MIDDLE,2016,white,soc_stud,approaches,62
Teams,Teams 2,DALLAS ISD,57905044,EDWARD H CARY MIDDLE,2016,white,science,meets,28
Teams,Teams 2,DALLAS ISD,57905044,EDWARD H CARY MIDDLE,2016,white,science,approaches,64
Alumni Network,NULL,DALLAS ISD,57905050,ROBERT T HILL MIDDLE,2016,white,soc_stud,meets,34
Alumni Network,NULL,DALLAS ISD,57905050,ROBERT T HILL MIDDLE,2016,white,soc_stud,approaches,74
Alumni Network,NULL,DALLAS ISD,57905050,ROBERT T HILL MIDDLE,2016,white,science,meets,35
Alumni Network,NULL,DALLAS ISD,57905050,ROBERT T HILL MIDDLE,2016,white,science,approaches,71
Teams,Teams 2,DALLAS ISD,57905054,THOMAS C MARSH MIDDLE,2016,white,soc_stud,meets,29
Teams,Teams 2,DALLAS ISD,57905054,THOMAS C MARSH MIDDLE,2016,white,soc_stud,approaches,62
Teams,Teams 2,DALLAS ISD,57905054,THOMAS C MARSH MIDDLE,2016,white,science,meets,31
Teams,Teams 2,DALLAS ISD,57905054,THOMAS C MARSH MIDDLE,2016,white,science,approaches,65
Teams,Teams 2,DALLAS ISD,57905055,THOMAS J RUSK MIDDLE,2016,white,soc_stud,meets,31
Teams,Teams 2,DALLAS ISD,57905055,THOMAS J RUSK MIDDLE,2016,white,soc_stud,approaches,69
Teams,Teams 2,DALLAS ISD,57905055,THOMAS J RUSK MIDDLE,2016,white,science,meets,25
Teams,Teams 2,DALLAS ISD,57905055,THOMAS J RUSK MIDDLE,2016,white,science,approaches,60
Teams,Teams 2,DALLAS ISD,57905059,L V STOCKARD MIDDLE,2016,white,soc_stud,meets,34
Teams,Teams 2,DALLAS ISD,57905059,L V STOCKARD MIDDLE,2016,white,soc_stud,approaches,69
Teams,Teams 2,DALLAS ISD,57905059,L V STOCKARD MIDDLE,2016,white,science,meets,29
Teams,Teams 2,DALLAS ISD,57905059,L V STOCKARD MIDDLE,2016,white,science,approaches,70
Teams,Teams 1,DALLAS ISD,57905062,BILLY EARL DADE MIDDLE,2016,white,soc_stud,meets,25
Teams,Teams 1,DALLAS ISD,57905062,BILLY EARL DADE MIDDLE,2016,white,soc_stud,approaches,60
Teams,Teams 1,DALLAS ISD,57905062,BILLY EARL DADE MIDDLE,2016,white,science,meets,27
Teams,Teams 1,DALLAS ISD,57905062,BILLY EARL DADE MIDDLE,2016,white,science,approaches,63
Teams,Teams 1,DALLAS ISD,57905074,THOMAS A EDISON MIDDLE LEARNING CE,2016,white,soc_stud,meets,20
Teams,Teams 1,DALLAS ISD,57905074,THOMAS A EDISON MIDDLE LEARNING CE,2016,white,soc_stud,approaches,54
Teams,Teams 1,DALLAS ISD,57905074,THOMAS A EDISON MIDDLE LEARNING CE,2016,white,science,meets,22
Teams,Teams 1,DALLAS ISD,57905074,THOMAS A EDISON MIDDLE LEARNING CE,2016,white,science,approaches,53
Teams,Teams 2,DALLAS ISD,57905101,JOHN Q ADAMS EL,2016,white,soc_stud,meets,44
Teams,Teams 2,DALLAS ISD,57905101,JOHN Q ADAMS EL,2016,white,soc_stud,approaches,85
Teams,Teams 2,DALLAS ISD,57905101,JOHN Q ADAMS EL,2016,white,science,meets,44
Teams,Teams 2,DALLAS ISD,57905101,JOHN Q ADAMS EL,2016,white,science,approaches,78
Alumni Network,NULL,DALLAS ISD,57905108,BAYLES EL,2016,white,soc_stud,meets,35
Alumni Network,NULL,DALLAS ISD,57905108,BAYLES EL,2016,white,soc_stud,approaches,77
Alumni Network,NULL,DALLAS ISD,57905108,BAYLES EL,2016,white,science,meets,35
Alumni Network,NULL,DALLAS ISD,57905108,BAYLES EL,2016,white,science,approaches,66
Alumni Network,NULL,DALLAS ISD,57905110,ANNIE WEBB BLANTON EL,2016,white,soc_stud,meets,56
Alumni Network,NULL,DALLAS ISD,57905110,ANNIE WEBB BLANTON EL,2016,white,soc_stud,approaches,96
Alumni Network,NULL,DALLAS ISD,57905110,ANNIE WEBB BLANTON EL,2016,white,science,meets,47
Alumni Network,NULL,DALLAS ISD,57905110,ANNIE WEBB BLANTON EL,2016,white,science,approaches,76
Alumni Network,NULL,DALLAS ISD,57905116,DAVID G BURNET EL,2016,white,soc_stud,meets,43
Alumni Network,NULL,DALLAS ISD,57905116,DAVID G BURNET EL,2016,white,soc_stud,approaches,82
Alumni Network,NULL,DALLAS ISD,57905116,DAVID G BURNET EL,2016,white,science,meets,50
Alumni Network,NULL,DALLAS ISD,57905116,DAVID G BURNET EL,2016,white,science,approaches,84
Teams,Teams 1,DALLAS ISD,57905119,WILLIAM L CABELL EL,2016,white,soc_stud,meets,50
Teams,Teams 1,DALLAS ISD,57905119,WILLIAM L CABELL EL,2016,white,soc_stud,approaches,78
Teams,Teams 1,DALLAS ISD,57905119,WILLIAM L CABELL EL,2016,white,science,meets,39
Teams,Teams 1,DALLAS ISD,57905119,WILLIAM L CABELL EL,2016,white,science,approaches,67
ALP,C4,DALLAS ISD,57905125,CASA VIEW EL,2016,white,soc_stud,meets,65
ALP,C4,DALLAS ISD,57905125,CASA VIEW EL,2016,white,soc_stud,approaches,96
ALP,C4,DALLAS ISD,57905125,CASA VIEW EL,2016,white,science,meets,51
ALP,C4,DALLAS ISD,57905125,CASA VIEW EL,2016,white,science,approaches,88
Alumni Network,NULL,DALLAS ISD,57905129,S S CONNER EL,2016,white,soc_stud,meets,37
Alumni Network,NULL,DALLAS ISD,57905129,S S CONNER EL,2016,white,soc_stud,approaches,75
Alumni Network,NULL,DALLAS ISD,57905129,S S CONNER EL,2016,white,science,meets,40
Alumni Network,NULL,DALLAS ISD,57905129,S S CONNER EL,2016,white,science,approaches,71
Alumni Network,NULL,DALLAS ISD,57905135,EVERETTE LEE DEGOLYER EL,2016,white,soc_stud,meets,64
Alumni Network,NULL,DALLAS ISD,57905135,EVERETTE LEE DEGOLYER EL,2016,white,soc_stud,approaches,96
Alumni Network,NULL,DALLAS ISD,57905135,EVERETTE LEE DEGOLYER EL,2016,white,science,meets,64
Alumni Network,NULL,DALLAS ISD,57905135,EVERETTE LEE DEGOLYER EL,2016,white,science,approaches,93
ALP,C4,DALLAS ISD,57905145,STEPHEN C FOSTER EL,2016,white,soc_stud,meets,46
ALP,C4,DALLAS ISD,57905145,STEPHEN C FOSTER EL,2016,white,soc_stud,approaches,84
ALP,C4,DALLAS ISD,57905145,STEPHEN C FOSTER EL,2016,white,science,meets,51
ALP,C4,DALLAS ISD,57905145,STEPHEN C FOSTER EL,2016,white,science,approaches,83
ALP,C4,DALLAS ISD,57905148,TOM C GOOCH EL,2016,white,soc_stud,meets,52
ALP,C4,DALLAS ISD,57905148,TOM C GOOCH EL,2016,white,soc_stud,approaches,88
ALP,C4,DALLAS ISD,57905148,TOM C GOOCH EL,2016,white,science,meets,58
ALP,C4,DALLAS ISD,57905148,TOM C GOOCH EL,2016,white,science,approaches,81
Alumni Network,NULL,DALLAS ISD,57905149,LENORE KIRK HALL EL,2016,white,soc_stud,meets,53
Alumni Network,NULL,DALLAS ISD,57905149,LENORE KIRK HALL EL,2016,white,soc_stud,approaches,86
Alumni Network,NULL,DALLAS ISD,57905149,LENORE KIRK HALL EL,2016,white,science,meets,56
Alumni Network,NULL,DALLAS ISD,57905149,LENORE KIRK HALL EL,2016,white,science,approaches,89
Teams,Teams 2,DALLAS ISD,57905153,VICTOR H HEXTER EL,2016,white,soc_stud,meets,62
Teams,Teams 2,DALLAS ISD,57905153,VICTOR H HEXTER EL,2016,white,soc_stud,approaches,93
Teams,Teams 2,DALLAS ISD,57905153,VICTOR H HEXTER EL,2016,white,science,meets,65
Teams,Teams 2,DALLAS ISD,57905153,VICTOR H HEXTER EL,2016,white,science,approaches,92
Teams,Teams 1,DALLAS ISD,57905154,LARRY G SMITH EL,2016,white,soc_stud,meets,49
Teams,Teams 1,DALLAS ISD,57905154,LARRY G SMITH EL,2016,white,soc_stud,approaches,88
Teams,Teams 1,DALLAS ISD,57905154,LARRY G SMITH EL,2016,white,science,meets,45
Teams,Teams 1,DALLAS ISD,57905154,LARRY G SMITH EL,2016,white,science,approaches,79
Teams,Teams 2,DALLAS ISD,57905156,NATHANIEL HAWTHORNE EL,2016,white,soc_stud,meets,55
Teams,Teams 2,DALLAS ISD,57905156,NATHANIEL HAWTHORNE EL,2016,white,soc_stud,approaches,84
Teams,Teams 2,DALLAS ISD,57905156,NATHANIEL HAWTHORNE EL,2016,white,science,meets,48
Teams,Teams 2,DALLAS ISD,57905156,NATHANIEL HAWTHORNE EL,2016,white,science,approaches,83
Teams,Teams 1,DALLAS ISD,57905163,ALBERT SIDNEY JOHNSTON EL,2016,white,soc_stud,meets,30
Teams,Teams 1,DALLAS ISD,57905163,ALBERT SIDNEY JOHNSTON EL,2016,white,soc_stud,approaches,64
Teams,Teams 1,DALLAS ISD,57905163,ALBERT SIDNEY JOHNSTON EL,2016,white,science,meets,31
Teams,Teams 1,DALLAS ISD,57905163,ALBERT SIDNEY JOHNSTON EL,2016,white,science,approaches,66
Teams,Teams 1,DALLAS ISD,57905166,EDWIN J KIEST EL,2016,white,soc_stud,meets,43
Teams,Teams 1,DALLAS ISD,57905166,EDWIN J KIEST EL,2016,white,soc_stud,approaches,85
Teams,Teams 1,DALLAS ISD,57905166,EDWIN J KIEST EL,2016,white,science,meets,47
Teams,Teams 1,DALLAS ISD,57905166,EDWIN J KIEST EL,2016,white,science,approaches,81
ALP,C4,DALLAS ISD,57905171,LAKEWOOD EL,2016,white,soc_stud,meets,88
ALP,C4,DALLAS ISD,57905171,LAKEWOOD EL,2016,white,soc_stud,approaches,105
ALP,C4,DALLAS ISD,57905171,LAKEWOOD EL,2016,white,science,meets,93
ALP,C4,DALLAS ISD,57905171,LAKEWOOD EL,2016,white,science,approaches,106
Teams,Teams 1,DALLAS ISD,57905175,UMPHREY LEE EL,2016,white,soc_stud,meets,31
Teams,Teams 1,DALLAS ISD,57905175,UMPHREY LEE EL,2016,white,soc_stud,approaches,74
Teams,Teams 1,DALLAS ISD,57905175,UMPHREY LEE EL,2016,white,science,meets,35
Teams,Teams 1,DALLAS ISD,57905175,UMPHREY LEE EL,2016,white,science,approaches,69
Teams,Teams 2,DALLAS ISD,57905181,MAPLE LAWN EL,2016,white,soc_stud,meets,38
Teams,Teams 2,DALLAS ISD,57905181,MAPLE LAWN EL,2016,white,soc_stud,approaches,79
Teams,Teams 2,DALLAS ISD,57905181,MAPLE LAWN EL,2016,white,science,meets,42
Teams,Teams 2,DALLAS ISD,57905181,MAPLE LAWN EL,2016,white,science,approaches,74
Teams,Teams 1,DALLAS ISD,57905184,BEN MILAM EL,2016,white,soc_stud,meets,57
Teams,Teams 1,DALLAS ISD,57905184,BEN MILAM EL,2016,white,soc_stud,approaches,95
Teams,Teams 1,DALLAS ISD,57905184,BEN MILAM EL,2016,white,science,meets,54
Teams,Teams 1,DALLAS ISD,57905184,BEN MILAM EL,2016,white,science,approaches,92
Alumni Network,NULL,DALLAS ISD,57905195,PRESTON HOLLOW EL,2016,white,soc_stud,meets,66
Alumni Network,NULL,DALLAS ISD,57905195,PRESTON HOLLOW EL,2016,white,soc_stud,approaches,90
Alumni Network,NULL,DALLAS ISD,57905195,PRESTON HOLLOW EL,2016,white,science,meets,54
Alumni Network,NULL,DALLAS ISD,57905195,PRESTON HOLLOW EL,2016,white,science,approaches,81
Teams,Teams 1,DALLAS ISD,57905197,JOHN H REAGAN EL,2016,white,soc_stud,meets,34
Teams,Teams 1,DALLAS ISD,57905197,JOHN H REAGAN EL,2016,white,soc_stud,approaches,80
Teams,Teams 1,DALLAS ISD,57905197,JOHN H REAGAN EL,2016,white,science,meets,40
Teams,Teams 1,DALLAS ISD,57905197,JOHN H REAGAN EL,2016,white,science,approaches,80
Alumni Network,NULL,DALLAS ISD,57905202,ORAN M ROBERTS EL,2016,white,soc_stud,meets,44
Alumni Network,NULL,DALLAS ISD,57905202,ORAN M ROBERTS EL,2016,white,soc_stud,approaches,83
Alumni Network,NULL,DALLAS ISD,57905202,ORAN M ROBERTS EL,2016,white,science,meets,39
Alumni Network,NULL,DALLAS ISD,57905202,ORAN M ROBERTS EL,2016,white,science,approaches,69
Alumni Network,NULL,DALLAS ISD,57905203,DAN D ROGERS EL,2016,white,soc_stud,meets,66
Alumni Network,NULL,DALLAS ISD,57905203,DAN D ROGERS EL,2016,white,soc_stud,approaches,101
Alumni Network,NULL,DALLAS ISD,57905203,DAN D ROGERS EL,2016,white,science,meets,56
Alumni Network,NULL,DALLAS ISD,57905203,DAN D ROGERS EL,2016,white,science,approaches,92
Teams,Teams 1,DALLAS ISD,57905205,CLINTON P RUSSELL EL,2016,white,soc_stud,meets,43
Teams,Teams 1,DALLAS ISD,57905205,CLINTON P RUSSELL EL,2016,white,soc_stud,approaches,77
Teams,Teams 1,DALLAS ISD,57905205,CLINTON P RUSSELL EL,2016,white,science,meets,45
Teams,Teams 1,DALLAS ISD,57905205,CLINTON P RUSSELL EL,2016,white,science,approaches,73
Teams,Teams 2,DALLAS ISD,57905207,SAN JACINTO EL,2016,white,soc_stud,meets,42
Teams,Teams 2,DALLAS ISD,57905207,SAN JACINTO EL,2016,white,soc_stud,approaches,75
Teams,Teams 2,DALLAS ISD,57905207,SAN JACINTO EL,2016,white,science,meets,44
Teams,Teams 2,DALLAS ISD,57905207,SAN JACINTO EL,2016,white,science,approaches,76
Alumni Network,NULL,DALLAS ISD,57905209,ASCHER SILBERSTEIN EL,2016,white,soc_stud,meets,50
Alumni Network,NULL,DALLAS ISD,57905209,ASCHER SILBERSTEIN EL,2016,white,soc_stud,approaches,91
Alumni Network,NULL,DALLAS ISD,57905209,ASCHER SILBERSTEIN EL,2016,white,science,meets,51
Alumni Network,NULL,DALLAS ISD,57905209,ASCHER SILBERSTEIN EL,2016,white,science,approaches,84
Alumni Network,NULL,DALLAS ISD,57905210,LESLIE A STEMMONS EL,2016,white,soc_stud,meets,53
Alumni Network,NULL,DALLAS ISD,57905210,LESLIE A STEMMONS EL,2016,white,soc_stud,approaches,89
Alumni Network,NULL,DALLAS ISD,57905210,LESLIE A STEMMONS EL,2016,white,science,meets,58
Alumni Network,NULL,DALLAS ISD,57905210,LESLIE A STEMMONS EL,2016,white,science,approaches,87
Alumni Network,NULL,DALLAS ISD,57905220,MARK TWAIN LEADERSHIP VANGUARD,2016,white,soc_stud,meets,28
Alumni Network,NULL,DALLAS ISD,57905220,MARK TWAIN LEADERSHIP VANGUARD,2016,white,soc_stud,approaches,60
Alumni Network,NULL,DALLAS ISD,57905220,MARK TWAIN LEADERSHIP VANGUARD,2016,white,science,meets,33
Alumni Network,NULL,DALLAS ISD,57905220,MARK TWAIN LEADERSHIP VANGUARD,2016,white,science,approaches,60
Alumni Network,NULL,DALLAS ISD,57905225,DANIEL WEBSTER EL,2016,white,soc_stud,meets,29
Alumni Network,NULL,DALLAS ISD,57905225,DANIEL WEBSTER EL,2016,white,soc_stud,approaches,61
Alumni Network,NULL,DALLAS ISD,57905225,DANIEL WEBSTER EL,2016,white,science,meets,27
Alumni Network,NULL,DALLAS ISD,57905225,DANIEL WEBSTER EL,2016,white,science,approaches,53
Alumni Network,NULL,DALLAS ISD,57905229,WINNETKA EL,2016,white,soc_stud,meets,53
Alumni Network,NULL,DALLAS ISD,57905229,WINNETKA EL,2016,white,soc_stud,approaches,91
Alumni Network,NULL,DALLAS ISD,57905229,WINNETKA EL,2016,white,science,meets,51
Alumni Network,NULL,DALLAS ISD,57905229,WINNETKA EL,2016,white,science,approaches,85
Teams,Teams 1,DALLAS ISD,57905235,BIRDIE ALEXANDER EL,2016,white,soc_stud,meets,34
Teams,Teams 1,DALLAS ISD,57905235,BIRDIE ALEXANDER EL,2016,white,soc_stud,approaches,69
Teams,Teams 1,DALLAS ISD,57905235,BIRDIE ALEXANDER EL,2016,white,science,meets,34
Teams,Teams 1,DALLAS ISD,57905235,BIRDIE ALEXANDER EL,2016,white,science,approaches,71
Teams,Teams 2,DALLAS ISD,57905236,NANCY J COCHRAN EL,2016,white,soc_stud,meets,34
Teams,Teams 2,DALLAS ISD,57905236,NANCY J COCHRAN EL,2016,white,soc_stud,approaches,85
Teams,Teams 2,DALLAS ISD,57905236,NANCY J COCHRAN EL,2016,white,science,meets,37
Teams,Teams 2,DALLAS ISD,57905236,NANCY J COCHRAN EL,2016,white,science,approaches,73
Teams,Teams 2,DALLAS ISD,57905250,WHITNEY M YOUNG JR EL,2016,white,soc_stud,meets,39
Teams,Teams 2,DALLAS ISD,57905250,WHITNEY M YOUNG JR EL,2016,white,soc_stud,approaches,80
Teams,Teams 2,DALLAS ISD,57905250,WHITNEY M YOUNG JR EL,2016,white,science,meets,35
Teams,Teams 2,DALLAS ISD,57905250,WHITNEY M YOUNG JR EL,2016,white,science,approaches,69
Alumni Network,NULL,DALLAS ISD,57905269,ONESIMO HERNANDEZ EL,2016,white,soc_stud,meets,29
Alumni Network,NULL,DALLAS ISD,57905269,ONESIMO HERNANDEZ EL,2016,white,soc_stud,approaches,60
Alumni Network,NULL,DALLAS ISD,57905269,ONESIMO HERNANDEZ EL,2016,white,science,meets,27
Alumni Network,NULL,DALLAS ISD,57905269,ONESIMO HERNANDEZ EL,2016,white,science,approaches,57
Teams,Teams 1,DALLAS ISD,57905273,PLEASANT GROVE EL,2016,white,soc_stud,meets,38
Teams,Teams 1,DALLAS ISD,57905273,PLEASANT GROVE EL,2016,white,soc_stud,approaches,83
Teams,Teams 1,DALLAS ISD,57905273,PLEASANT GROVE EL,2016,white,science,meets,48
Teams,Teams 1,DALLAS ISD,57905273,PLEASANT GROVE EL,2016,white,science,approaches,82
ALP,C4,DALLAS ISD,57905278,LEONIDES GONZALEZ CIGARROA MD EL,2016,white,soc_stud,meets,34
ALP,C4,DALLAS ISD,57905278,LEONIDES GONZALEZ CIGARROA MD EL,2016,white,soc_stud,approaches,79
ALP,C4,DALLAS ISD,57905278,LEONIDES GONZALEZ CIGARROA MD EL,2016,white,science,meets,33
ALP,C4,DALLAS ISD,57905278,LEONIDES GONZALEZ CIGARROA MD EL,2016,white,science,approaches,69
Teams,Teams 2,DALLAS ISD,57905287,CELESTINO MAURICIO SOTO JR EL,2016,white,soc_stud,meets,37
Teams,Teams 2,DALLAS ISD,57905287,CELESTINO MAURICIO SOTO JR EL,2016,white,soc_stud,approaches,73
Teams,Teams 2,DALLAS ISD,57905287,CELESTINO MAURICIO SOTO JR EL,2016,white,science,meets,43
Teams,Teams 2,DALLAS ISD,57905287,CELESTINO MAURICIO SOTO JR EL,2016,white,science,approaches,76
ALP,C4,DALLAS ISD,57905304,GEORGE HERBERT WALKER BUSH EL,2016,white,soc_stud,meets,43
ALP,C4,DALLAS ISD,57905304,GEORGE HERBERT WALKER BUSH EL,2016,white,soc_stud,approaches,79
ALP,C4,DALLAS ISD,57905304,GEORGE HERBERT WALKER BUSH EL,2016,white,science,meets,50
ALP,C4,DALLAS ISD,57905304,GEORGE HERBERT WALKER BUSH EL,2016,white,science,approaches,84
Alumni Network,NULL,DALLAS ISD,57905353,ANN RICHARDS MIDDLE,2016,white,soc_stud,meets,33
Alumni Network,NULL,DALLAS ISD,57905353,ANN RICHARDS MIDDLE,2016,white,soc_stud,approaches,73
Alumni Network,NULL,DALLAS ISD,57905353,ANN RICHARDS MIDDLE,2016,white,science,meets,35
Alumni Network,NULL,DALLAS ISD,57905353,ANN RICHARDS MIDDLE,2016,white,science,approaches,75
Teams,Teams 1,FORT WORTH ISD,220905045,FOREST OAK MIDDLE,2016,white,soc_stud,meets,28
Teams,Teams 1,FORT WORTH ISD,220905045,FOREST OAK MIDDLE,2016,white,soc_stud,approaches,59
Teams,Teams 1,FORT WORTH ISD,220905045,FOREST OAK MIDDLE,2016,white,science,meets,29
Teams,Teams 1,FORT WORTH ISD,220905045,FOREST OAK MIDDLE,2016,white,science,approaches,68
Teams,Teams 1,FORT WORTH ISD,220905058,STRIPLING MIDDLE,2016,white,soc_stud,meets,55
Teams,Teams 1,FORT WORTH ISD,220905058,STRIPLING MIDDLE,2016,white,soc_stud,approaches,92
Teams,Teams 1,FORT WORTH ISD,220905058,STRIPLING MIDDLE,2016,white,science,meets,56
Teams,Teams 1,FORT WORTH ISD,220905058,STRIPLING MIDDLE,2016,white,science,approaches,91
Teams,Teams 1,FORT WORTH ISD,220905059,J MARTIN JACQUET MIDDLE,2016,white,soc_stud,meets,26
Teams,Teams 1,FORT WORTH ISD,220905059,J MARTIN JACQUET MIDDLE,2016,white,soc_stud,approaches,57
Teams,Teams 1,FORT WORTH ISD,220905059,J MARTIN JACQUET MIDDLE,2016,white,science,meets,32
Teams,Teams 1,FORT WORTH ISD,220905059,J MARTIN JACQUET MIDDLE,2016,white,science,approaches,66
Teams,Teams 1,FORT WORTH ISD,220905071,BENBROOK MIDDLE/HIGH SCHOOL,2016,white,soc_stud,meets,53
Teams,Teams 1,FORT WORTH ISD,220905071,BENBROOK MIDDLE/HIGH SCHOOL,2016,white,soc_stud,approaches,87
Teams,Teams 1,FORT WORTH ISD,220905071,BENBROOK MIDDLE/HIGH SCHOOL,2016,white,science,meets,55
Teams,Teams 1,FORT WORTH ISD,220905071,BENBROOK MIDDLE/HIGH SCHOOL,2016,white,science,approaches,83
Teams,Teams 1,FORT WORTH ISD,220905105,WEST HANDLEY EL,2016,white,soc_stud,meets,20
Teams,Teams 1,FORT WORTH ISD,220905105,WEST HANDLEY EL,2016,white,soc_stud,approaches,62
Teams,Teams 1,FORT WORTH ISD,220905105,WEST HANDLEY EL,2016,white,science,meets,30
Teams,Teams 1,FORT WORTH ISD,220905105,WEST HANDLEY EL,2016,white,science,approaches,59
Teams,Teams 1,FORT WORTH ISD,220905117,COMO EL,2016,white,soc_stud,meets,22
Teams,Teams 1,FORT WORTH ISD,220905117,COMO EL,2016,white,soc_stud,approaches,61
Teams,Teams 1,FORT WORTH ISD,220905117,COMO EL,2016,white,science,meets,22
Teams,Teams 1,FORT WORTH ISD,220905117,COMO EL,2016,white,science,approaches,53
Teams,Teams 1,FORT WORTH ISD,220905120,RUFINO MENDOZA SR EL,2016,white,soc_stud,meets,28
Teams,Teams 1,FORT WORTH ISD,220905120,RUFINO MENDOZA SR EL,2016,white,soc_stud,approaches,65
Teams,Teams 1,FORT WORTH ISD,220905120,RUFINO MENDOZA SR EL,2016,white,science,meets,33
Teams,Teams 1,FORT WORTH ISD,220905120,RUFINO MENDOZA SR EL,2016,white,science,approaches,58
Teams,Teams 1,FORT WORTH ISD,220905124,MAUDE I LOGAN EL,2016,white,soc_stud,meets,25
Teams,Teams 1,FORT WORTH ISD,220905124,MAUDE I LOGAN EL,2016,white,soc_stud,approaches,61
Teams,Teams 1,FORT WORTH ISD,220905124,MAUDE I LOGAN EL,2016,white,science,meets,29
Teams,Teams 1,FORT WORTH ISD,220905124,MAUDE I LOGAN EL,2016,white,science,approaches,58
Teams,Teams 1,FORT WORTH ISD,220905129,JOHN T WHITE EL,2016,white,soc_stud,meets,21
Teams,Teams 1,FORT WORTH ISD,220905129,JOHN T WHITE EL,2016,white,soc_stud,approaches,56
Teams,Teams 1,FORT WORTH ISD,220905129,JOHN T WHITE EL,2016,white,science,meets,29
Teams,Teams 1,FORT WORTH ISD,220905129,JOHN T WHITE EL,2016,white,science,approaches,62
Teams,Teams 1,FORT WORTH ISD,220905144,MITCHELL BOULEVARD EL,2016,white,soc_stud,meets,25
Teams,Teams 1,FORT WORTH ISD,220905144,MITCHELL BOULEVARD EL,2016,white,soc_stud,approaches,58
Teams,Teams 1,FORT WORTH ISD,220905144,MITCHELL BOULEVARD EL,2016,white,science,meets,31
Teams,Teams 1,FORT WORTH ISD,220905144,MITCHELL BOULEVARD EL,2016,white,science,approaches,59
